61
52
3.27679 -30.0 -30.3722
3.11824 -30.0 -30.3374
2.29325 -30.0 -30.0586
1.03985 -30.0 -29.3931
0.797226 -30.0 -29.2457
-0.550476 -30.0 -28.2293
-0.700768 -30.0 -28.068
-1.7782 -30.0 -27.2889
-2.71956 -30.0 -26.6777
-2.92235 -30.0 -26.4517
-3.18773 -30.0 -26.2437
-4.29726 -30.0 -25.2384
-4.71362 -30.0 -24.8904
-5.37346 -30.0 -23.5817
-4.70259 -30.0 -23.1932
-3.95022 -30.0 -22.988
-3.08905 -30.0 -22.829
-2.44888 -30.0 -22.8573
-2.08655 -30.0 -22.8539
-1.70667 -30.0 -22.8363
-1.018 -30.0 -22.9109
0.0134583 -30.0 -22.9544
0.511368 -30.0 -22.7839
0.707283 -30.0 -22.8107
1.29818 -30.0 -22.8886
2.29744 -30.0 -23.0335
2.87976 -30.0 -22.815
3.28682 -30.0 -22.8174
4.30304 -30.0 -23.3384
5.29359 -30.0 -24.6148
6.73017 -30.0 -25.9551
7.01083 -30.0 -26.2422
7.12199 -30.0 -26.3779
7.28705 -30.0 -26.5196
7.59178 -30.0 -26.8342
8.29153 -30.0 -27.5346
9.26511 -30.0 -28.2327
9.73441 -30.0 -28.8
9.81868 -30.0 -29.7624
9.49284 -30.0 -30.4291
9.33098 -30.0 -30.7699
8.97118 -30.0 -30.9252
8.30872 -30.0 -30.9607
7.51865 -30.0 -31.043
7.08849 -30.0 -31.0808
6.29338 -30.0 -30.9363
5.83899 -30.0 -30.8818
5.76208 -30.0 -30.8726
5.29037 -30.0 -30.8257
4.71635 -30.0 -30.6709
4.30575 -30.0 -30.5583
3.43636 -30.0 -30.4192
103
8.30289 -29.0 -32.2486
8.23518 -29.0 -32.2318
7.29478 -29.0 -32.1082
6.72595 -29.0 -31.9895
5.30378 -29.0 -31.7622
3.9359 -29.0 -31.3738
3.29434 -29.0 -31.1851
1.87506 -29.0 -30.8756
1.27757 -29.0 -30.693
0.300407 -29.0 -30.2926
0.197548 -29.0 -30.2571
-0.28804 -29.0 -30.0774
-0.603317 -29.0 -29.8969
-2.39269 -29.0 -28.8146
-2.71651 -29.0 -28.5817
-3.02847 -29.0 -28.3591
-3.70605 -29.0 -27.8095
-3.90012 -29.0 -27.5971
-4.09895 -29.0 -27.4426
-4.7077 -29.0 -26.8978
-4.9412 -29.0 -26.6265
-5.42808 -29.0 -26.2293
-6.09832 -29.0 -25.6771
-6.6756 -29.0 -25.4602
-6.70647 -29.0 -25.4374
-6.90894 -29.0 -25.3126
-7.71771 -29.0 -24.9506
-8.7194 -29.0 -24.6606
-9.69823 -29.0 -24.3863
-9.81591 -29.0 -24.3506
-9.92186 -29.0 -24.3365
-10.7059 -29.0 -23.979
-10.9354 -29.0 -24.003
-11.6972 -29.0 -23.8511
-12.1889 -29.0 -23.737
-12.4208 -29.0 -23.663
-12.9201 -29.0 -23.4412
-13.4436 -29.0 -23.2381
-13.9915 -29.0 -22.2336
-13.8982 -29.0 -21.2294
-13.8331 -29.0 -21.1025
-13.1121 -29.0 -20.2267
-12.8902 -29.0 -20.0454
-12.5472 -29.0 -19.7731
-12.2085 -29.0 -19.7291
-11.6964 -29.0 -19.5342
-11.03 -29.0 -18.9039
-10.3612 -29.0 -18.5752
-9.67873 -29.0 -18.2578
-9.65137 -29.0 -18.2337
-8.26897 -29.0 -17.2362
-7.70229 -29.0 -16.8027
-7.29413 -29.0 -16.824
-6.30646 -29.0 -16.6279
-6.01584 -29.0 -16.6387
-5.70937 -29.0 -16.5212
-4.69524 -29.0 -16.6972
-3.70192 -29.0 -17.2292
-2.70282 -29.0 -17.4617
-1.69984 -29.0 -17.6394
-1.21247 -29.0 -18.2301
-0.995178 -29.0 -18.5245
-0.898201 -29.0 -18.6264
-0.701477 -29.0 -18.7383
0.29229 -29.0 -19.2362
0.296883 -29.0 -19.2361
1.29642 -29.0 -19.5895
1.4837 -29.0 -19.5919
2.29713 -29.0 -19.6588
3.29724 -29.0 -19.7794
4.31729 -29.0 -19.8661
4.64756 -29.0 -20.4012
5.08584 -29.0 -20.8218
5.65869 -29.0 -20.9612
6.29688 -29.0 -21.3193
6.7131 -29.0 -21.4001
7.07343 -29.0 -21.4576
7.2972 -29.0 -21.4735
7.53794 -29.0 -21.4735
8.29704 -29.0 -21.4622
9.19881 -29.0 -22.0287
9.24364 -29.0 -22.0668
9.29792 -29.0 -22.1166
10.2992 -29.0 -22.8433
11.3105 -29.0 -23.3087
11.7003 -29.0 -24.233
11.9995 -29.0 -25.2325
12.0377 -29.0 -25.4911
12.417 -29.0 -26.2321
12.8603 -29.0 -27.2326
13.3096 -29.0 -28.2315
13.5966 -29.0 -29.2278
13.5608 -29.0 -29.4801
13.615 -29.0 -30.238
13.4795 -29.0 -30.3971
13.3637 -29.0 -31.2636
12.8961 -29.0 -31.8289
12.3013 -29.0 -32.074
11.457 -29.0 -32.3854
11.4322 -29.0 -32.3884
11.1958 -29.0 -32.3661
10.2958 -29.0 -32.2951
9.29354 -29.0 -32.3935
127
9.09657 -28.0 -33.3463
8.29792 -28.0 -33.1667
8.14841 -28.0 -33.1295
7.70233 -28.0 -33.0173
7.29993 -28.0 -32.8833
7.08974 -28.0 -32.8215
6.71065 -28.0 -32.7483
5.30673 -28.0 -32.4816
5.10238 -28.0 -32.418
4.89412 -28.0 -32.3584
4.44142 -28.0 -32.2294
2.89467 -28.0 -31.881
1.70429 -28.0 -31.6196
0.874741 -28.0 -31.4569
0.346649 -28.0 -31.2232
-0.72261 -28.0 -30.8506
-0.851456 -28.0 -30.7956
-1.12411 -28.0 -30.6698
-1.41533 -28.0 -30.544
